Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
sequence_align	small	mid	needle	NA	0.39	0.34	0.03	324088	97%
biopython	small	mid	needle	NA	0.32	0.45	0.31	54104	237%
alnSeq	small	mid	needle	byte	0.12	0.11	0.01	20048	99%
alnSeq	small	mid	needle	mid	0.09	0.08	0.00	20060	98%
alnSeq	small	mid	needle	fast	0.04	0.04	0.00	19996	100%
alnSeq	small	mid	water	byte	0.10	0.09	0.00	20008	99%
alnSeq	small	mid	water	mid	0.08	0.08	0.00	20068	100%
alnSeq	small	mid	water	fast	0.05	0.05	0.00	20096	100%
bio-align	small	mid	needle	NA	0.09	0.08	0.01	157644	100%
emboss	small	mid	needle	NA	0.24	0.23	0.01	325680	99%
emboss	small	mid	water	NA	0.31	0.27	0.03	171764	99%
alnSeq	small	mid	needle	two-bit	0.14	0.14	0.00	5504	100%
alnSeq	small	mid	water	two-bit	0.15	0.15	0.00	5504	99%
alnSeq	small	mid	mem-water	byte	0.22	0.22	0.00	784	99%
alnSeq	small	mid	mem-water	mid	0.20	0.20	0.00	768	100%
alnSeq	small	mid	mem-water	fast	0.17	0.17	0.00	784	99%
alnSeq	small	mid	hirschberg	byte	0.14	0.14	0.00	768	100%
alnSeq	small	mid	hirschberg	mid	0.13	0.13	0.00	784	100%
alnSeq	small	mid	hirschberg	fast	0.06	0.06	0.00	768	100%
bio-align	small	mid	hirschberg	NA	0.09	0.08	0.00	4480	98%
ssw_test	small	mid	water	NA	0.02	0.02	0.00	9520	100%
python	small	mid	blank	NA	0.04	0.02	0.01	12160	81%
sequence_align	small	mid	hirschberg	NA	0.31	0.28	0.01	13056	96%
sequence_align	small	mid	needle	NA	0.38	0.32	0.05	324092	97%
biopython	small	mid	needle	NA	0.32	0.44	0.32	54364	238%
alnSeq	small	mid	needle	byte	0.12	0.12	0.00	20092	99%
alnSeq	small	mid	needle	mid	0.09	0.09	0.00	20016	98%
alnSeq	small	mid	needle	fast	0.04	0.03	0.00	20084	100%
alnSeq	small	mid	water	byte	0.10	0.10	0.00	19972	100%
alnSeq	small	mid	water	mid	0.08	0.07	0.00	20072	97%
alnSeq	small	mid	water	fast	0.05	0.05	0.00	20024	100%
bio-align	small	mid	needle	NA	0.09	0.07	0.01	157768	98%
emboss	small	mid	needle	NA	0.25	0.21	0.03	325640	99%
emboss	small	mid	water	NA	0.31	0.29	0.01	171672	99%
alnSeq	small	mid	needle	two-bit	0.14	0.14	0.00	5376	99%
alnSeq	small	mid	water	two-bit	0.15	0.14	0.01	5504	98%
alnSeq	small	mid	mem-water	byte	0.24	0.24	0.00	784	99%
alnSeq	small	mid	mem-water	mid	0.20	0.20	0.00	780	99%
alnSeq	small	mid	mem-water	fast	0.17	0.17	0.00	784	99%
alnSeq	small	mid	hirschberg	byte	0.14	0.14	0.00	784	100%
alnSeq	small	mid	hirschberg	mid	0.13	0.13	0.00	784	99%
alnSeq	small	mid	hirschberg	fast	0.06	0.06	0.00	784	100%
bio-align	small	mid	hirschberg	NA	0.09	0.09	0.00	4480	100%
ssw_test	small	mid	water	NA	0.02	0.01	0.00	9520	95%
python	small	mid	blank	NA	0.04	0.02	0.00	12160	78%
sequence_align	small	mid	hirschberg	NA	0.31	0.29	0.00	13056	97%
sequence_align	small	mid	needle	NA	0.39	0.34	0.03	323580	95%
biopython	small	mid	needle	NA	0.34	0.47	0.31	53996	226%
alnSeq	small	mid	needle	byte	0.12	0.11	0.00	20060	99%
alnSeq	small	mid	needle	mid	0.09	0.09	0.00	20092	98%
alnSeq	small	mid	needle	fast	0.04	0.03	0.00	20016	100%
alnSeq	small	mid	water	byte	0.10	0.10	0.00	20072	100%
alnSeq	small	mid	water	mid	0.08	0.08	0.00	19972	100%
alnSeq	small	mid	water	fast	0.05	0.04	0.00	20072	98%
bio-align	small	mid	needle	NA	0.09	0.07	0.01	157644	98%
emboss	small	mid	needle	NA	0.24	0.20	0.04	325832	100%
emboss	small	mid	water	NA	0.31	0.28	0.02	171680	100%
alnSeq	small	large	needle	two-bit	0.36	0.35	0.00	12800	100%
alnSeq	small	large	water	two-bit	0.39	0.38	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.32	0.00	896	99%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	99%
bio-align	small	large	hirschberg	NA	0.22	0.21	0.00	4608	99%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9412	100%
python	small	large	blank	NA	0.03	0.01	0.00	12544	72%
sequence_align	small	large	hirschberg	NA	0.72	0.71	0.00	13824	98%
sequence_align	small	large	needle	NA	1.01	0.90	0.10	792512	99%
biopython	small	large	needle	NA	0.52	0.65	0.30	83544	183%
alnSeq	small	large	needle	byte	0.30	0.30	0.00	49244	100%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49272	100%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49240	98%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49284	100%
alnSeq	small	large	water	mid	0.21	0.21	0.00	49240	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49164	100%
bio-align	small	large	needle	NA	0.22	0.19	0.03	391108	100%
emboss	small	large	needle	NA	0.53	0.46	0.07	792216	99%
emboss	small	large	water	NA	0.74	0.70	0.03	404704	99%
alnSeq	small	large	needle	two-bit	0.36	0.36	0.00	12800	100%
alnSeq	small	large	water	two-bit	0.39	0.38	0.01	12800	100%
alnSeq	small	large	mem-water	byte	0.72	0.72	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	99%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	99%
alnSeq	small	large	hirschberg	fast	0.16	0.16	0.00	896	100%
bio-align	small	large	hirschberg	NA	0.22	0.21	0.00	4608	99%
ssw_test	small	large	water	NA	0.02	0.01	0.01	9668	96%
python	small	large	blank	NA	0.05	0.02	0.01	12416	81%
sequence_align	small	large	hirschberg	NA	0.70	0.69	0.00	14080	98%
sequence_align	small	large	needle	NA	0.88	0.77	0.09	789568	98%
biopython	small	large	needle	NA	0.61	0.61	0.33	83544	154%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49168	99%
alnSeq	small	large	needle	mid	0.24	0.23	0.00	49276	97%
alnSeq	small	large	needle	fast	0.09	0.05	0.04	49228	98%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49172	100%
alnSeq	small	large	water	mid	0.21	0.21	0.00	49200	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49172	99%
bio-align	small	large	needle	NA	0.21	0.18	0.03	391108	99%
emboss	small	large	needle	NA	0.54	0.47	0.07	792108	99%
emboss	small	large	water	NA	0.75	0.72	0.02	404664	99%
alnSeq	small	large	needle	two-bit	0.36	0.35	0.00	12800	99%
alnSeq	small	large	water	two-bit	0.39	0.39	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.52	0.00	896	99%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	99%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	100%
bio-align	small	large	hirschberg	NA	0.22	0.21	0.00	4480	99%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9536	100%
python	small	large	blank	NA	0.03	0.02	0.00	12544	75%
sequence_align	small	large	hirschberg	NA	0.70	0.68	0.01	13952	98%
sequence_align	small	large	needle	NA	0.87	0.78	0.08	788928	98%
biopython	small	large	needle	NA	0.50	0.59	0.35	83548	187%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49176	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49216	100%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49184	98%
alnSeq	small	large	water	byte	0.25	0.25	0.00	49268	99%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49176	99%
alnSeq	small	large	water	fast	0.13	0.12	0.00	49240	99%
bio-align	small	large	needle	NA	0.22	0.19	0.03	391108	99%
emboss	small	large	needle	NA	0.56	0.48	0.08	792220	99%
emboss	small	large	water	NA	0.76	0.71	0.04	404884	100%
alnSeq	small	large	needle	two-bit	0.36	0.36	0.00	12800	100%
alnSeq	small	large	water	two-bit	0.40	0.39	0.01	12800	100%
alnSeq	small	large	mem-water	byte	0.53	0.52	0.00	896	99%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	100%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	100%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4608	100%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9668	100%
python	small	large	blank	NA	0.06	0.02	0.02	12544	81%
sequence_align	small	large	hirschberg	NA	0.71	0.69	0.00	13952	98%
sequence_align	small	large	needle	NA	0.87	0.77	0.09	792512	98%
biopython	small	large	needle	NA	0.53	0.66	0.31	83416	183%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49188	99%
alnSeq	small	large	needle	mid	0.23	0.22	0.00	49196	99%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49172	100%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49276	99%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49224	99%
alnSeq	small	large	water	fast	0.13	0.12	0.00	49256	98%
bio-align	small	large	needle	NA	0.21	0.19	0.02	391108	99%
emboss	small	large	needle	NA	0.53	0.46	0.07	792028	99%
emboss	small	large	water	NA	0.75	0.71	0.03	404928	99%
alnSeq	small	large	needle	two-bit	0.36	0.34	0.01	12800	99%
alnSeq	small	large	water	two-bit	0.39	0.39	0.00	12800	100%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.42	0.41	0.00	896	99%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	100%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	100%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4608	100%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9668	100%
python	small	large	blank	NA	0.03	0.01	0.00	12416	72%
sequence_align	small	large	hirschberg	NA	0.70	0.68	0.00	13952	98%
sequence_align	small	large	needle	NA	0.87	0.76	0.10	791488	98%
biopython	small	large	needle	NA	0.51	0.63	0.32	83540	185%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49216	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49236	100%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49264	98%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49272	100%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49196	99%
alnSeq	small	large	water	fast	0.13	0.12	0.01	49196	98%
bio-align	small	large	needle	NA	0.21	0.18	0.03	391108	99%
emboss	small	large	needle	NA	0.54	0.47	0.06	792044	100%
emboss	small	large	water	NA	0.75	0.70	0.04	404816	99%
alnSeq	small	large	needle	two-bit	0.36	0.35	0.00	12800	99%
alnSeq	small	large	water	two-bit	0.39	0.39	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	100%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	99%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	99%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4480	99%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9540	100%
python	small	large	blank	NA	0.05	0.02	0.01	12672	76%
sequence_align	small	large	hirschberg	NA	0.73	0.70	0.01	13952	98%
sequence_align	small	large	needle	NA	0.89	0.78	0.09	788928	98%
biopython	small	large	needle	NA	0.53	0.62	0.35	83528	183%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49212	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49264	99%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49260	98%
alnSeq	small	large	water	byte	0.25	0.25	0.00	49248	99%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49180	99%
alnSeq	small	large	water	fast	0.13	0.12	0.00	49180	99%
bio-align	small	large	needle	NA	0.21	0.19	0.02	391108	99%
emboss	small	large	needle	NA	0.53	0.47	0.06	792164	99%
emboss	small	large	water	NA	0.76	0.71	0.05	404788	99%
alnSeq	small	large	needle	two-bit	0.36	0.36	0.00	12800	100%
alnSeq	small	large	water	two-bit	0.39	0.39	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	99%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	99%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	100%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	99%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4608	100%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9540	100%
python	small	large	blank	NA	0.03	0.01	0.00	12544	74%
sequence_align	small	large	hirschberg	NA	0.70	0.69	0.00	13952	98%
sequence_align	small	large	needle	NA	0.88	0.78	0.09	788924	98%
biopython	small	large	needle	NA	0.50	0.62	0.32	83544	187%
alnSeq	small	large	needle	byte	0.30	0.30	0.00	49232	99%
alnSeq	small	large	needle	mid	0.23	0.22	0.00	49220	100%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49284	100%
alnSeq	small	large	water	byte	0.25	0.25	0.00	49176	100%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49200	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49272	99%
bio-align	small	large	needle	NA	0.21	0.18	0.03	391104	99%
emboss	small	large	needle	NA	0.53	0.47	0.06	792216	99%
emboss	small	large	water	NA	0.75	0.70	0.04	404832	99%
alnSeq	small	large	needle	two-bit	0.36	0.34	0.01	12800	99%
alnSeq	small	large	water	two-bit	0.39	0.38	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	99%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.37	0.37	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.32	0.00	896	99%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	99%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4480	99%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9540	100%
python	small	large	blank	NA	0.03	0.01	0.01	12288	75%
sequence_align	small	large	hirschberg	NA	0.71	0.69	0.00	13824	98%
sequence_align	small	large	needle	NA	0.92	0.82	0.08	790976	98%
biopython	small	large	needle	NA	0.50	0.62	0.32	83544	187%
alnSeq	small	large	needle	byte	0.30	0.29	0.01	49196	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49244	99%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49176	97%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49232	99%
alnSeq	small	large	water	mid	0.21	0.21	0.00	49252	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49180	100%
bio-align	small	large	needle	NA	0.21	0.18	0.03	391108	99%
emboss	small	large	needle	NA	0.53	0.47	0.06	792132	100%
emboss	small	large	water	NA	0.76	0.72	0.03	404880	99%
alnSeq	small	large	needle	two-bit	0.36	0.36	0.00	12800	100%
alnSeq	small	large	water	two-bit	0.39	0.38	0.00	12800	99%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	100%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	99%
alnSeq	small	large	mem-water	fast	0.42	0.41	0.00	896	99%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	100%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	100%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	98%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4480	100%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9664	100%
python	small	large	blank	NA	0.04	0.02	0.01	12288	75%
sequence_align	small	large	hirschberg	NA	0.71	0.70	0.00	13952	98%
sequence_align	small	large	needle	NA	0.89	0.78	0.10	790464	98%
biopython	small	large	needle	NA	0.56	0.61	0.35	83672	172%
alnSeq	small	large	needle	byte	0.30	0.29	0.00	49224	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49248	100%
alnSeq	small	large	needle	fast	0.09	0.06	0.02	49260	98%
alnSeq	small	large	water	byte	0.25	0.24	0.00	49268	99%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49268	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49276	99%
bio-align	small	large	needle	NA	0.21	0.19	0.02	391108	99%
emboss	small	large	needle	NA	0.53	0.47	0.06	792168	99%
emboss	small	large	water	NA	0.76	0.72	0.03	404720	99%
alnSeq	small	large	needle	two-bit	0.37	0.37	0.00	12800	99%
alnSeq	small	large	water	two-bit	0.39	0.38	0.01	12800	100%
alnSeq	small	large	mem-water	byte	0.53	0.53	0.00	896	99%
alnSeq	small	large	mem-water	mid	0.46	0.46	0.00	896	99%
alnSeq	small	large	mem-water	fast	0.41	0.41	0.00	896	100%
alnSeq	small	large	hirschberg	byte	0.36	0.36	0.00	896	99%
alnSeq	small	large	hirschberg	mid	0.33	0.33	0.00	896	100%
alnSeq	small	large	hirschberg	fast	0.15	0.15	0.00	896	100%
bio-align	small	large	hirschberg	NA	0.22	0.22	0.00	4608	99%
ssw_test	small	large	water	NA	0.02	0.02	0.00	9412	100%
python	small	large	blank	NA	0.03	0.01	0.01	12544	69%
sequence_align	small	large	hirschberg	NA	0.70	0.68	0.01	13824	98%
sequence_align	small	large	needle	NA	0.88	0.77	0.09	791880	98%
biopython	small	large	needle	NA	0.65	0.65	0.34	83416	151%
alnSeq	small	large	needle	byte	0.30	0.30	0.00	49196	99%
alnSeq	small	large	needle	mid	0.23	0.23	0.00	49284	100%
alnSeq	small	large	needle	fast	0.09	0.09	0.00	49272	100%
alnSeq	small	large	water	byte	0.25	0.25	0.00	49228	100%
alnSeq	small	large	water	mid	0.21	0.20	0.00	49160	99%
alnSeq	small	large	water	fast	0.13	0.13	0.00	49280	99%
bio-align	small	large	needle	NA	0.21	0.18	0.03	391108	99%
emboss	small	large	needle	NA	0.54	0.46	0.07	792060	99%
emboss	small	large	water	NA	0.75	0.71	0.03	404812	99%
alnSeq	small	ramKiller	needle	two-bit	2.58	2.53	0.04	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.80	2.77	0.03	87424	100%
alnSeq	small	ramKiller	mem-water	byte	3.62	3.62	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.15	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.91	0.00	1152	100%
alnSeq	small	ramKiller	hirschberg	byte	2.69	2.69	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.11	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.61	1.61	0.00	6016	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7592	100%
python	small	ramKiller	blank	NA	0.07	0.04	0.00	14336	71%
sequence_align	small	ramKiller	hirschberg	NA	4.84	4.80	0.01	24844	99%
sequence_align	small	ramKiller	needle	NA	6.02	5.45	0.54	5550292	99%
biopython	small	ramKiller	needle	NA	2.41	2.29	0.54	383932	117%
alnSeq	small	ramKiller	needle	byte	2.15	2.12	0.02	346528	99%
alnSeq	small	ramKiller	needle	mid	1.67	1.65	0.02	346524	100%
alnSeq	small	ramKiller	needle	fast	0.68	0.68	0.00	346488	100%
alnSeq	small	ramKiller	water	byte	1.80	1.77	0.02	346428	99%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.02	346440	100%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.03	346512	100%
bio-align	small	ramKiller	needle	NA	1.50	1.28	0.22	2766720	100%
emboss	small	ramKiller	needle	NA	4.29	3.85	0.44	5541908	99%
emboss	small	ramKiller	water	NA	5.27	5.05	0.21	2779260	99%
alnSeq	small	ramKiller	needle	two-bit	2.59	2.54	0.05	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.82	2.78	0.04	87424	100%
alnSeq	small	ramKiller	mem-water	byte	3.63	3.63	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.16	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.90	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.61	2.61	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.37	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.56	1.55	0.01	5888	99%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	98%
python	small	ramKiller	blank	NA	0.04	0.02	0.00	14336	66%
sequence_align	small	ramKiller	hirschberg	NA	4.84	4.80	0.01	25036	99%
sequence_align	small	ramKiller	needle	NA	6.06	5.42	0.61	5550292	99%
biopython	small	ramKiller	needle	NA	2.59	2.31	0.59	383408	112%
alnSeq	small	ramKiller	needle	byte	2.14	2.12	0.02	346420	99%
alnSeq	small	ramKiller	needle	mid	1.68	1.64	0.03	346436	100%
alnSeq	small	ramKiller	needle	fast	0.68	0.67	0.00	346512	100%
alnSeq	small	ramKiller	water	byte	1.80	1.77	0.02	346460	99%
alnSeq	small	ramKiller	water	mid	1.50	1.46	0.02	346496	99%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346492	99%
bio-align	small	ramKiller	needle	NA	1.50	1.28	0.21	2766720	100%
emboss	small	ramKiller	needle	NA	4.44	4.01	0.42	5541832	99%
emboss	small	ramKiller	water	NA	5.41	5.19	0.22	2779356	99%
alnSeq	small	ramKiller	needle	two-bit	2.59	2.56	0.03	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.82	2.76	0.05	87296	100%
alnSeq	small	ramKiller	mem-water	byte	3.62	3.61	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.16	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.90	0.00	1152	100%
alnSeq	small	ramKiller	hirschberg	byte	2.61	2.61	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.11	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.57	1.57	0.00	5888	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7848	100%
python	small	ramKiller	blank	NA	0.08	0.04	0.01	14336	72%
sequence_align	small	ramKiller	hirschberg	NA	4.86	4.81	0.02	25132	99%
sequence_align	small	ramKiller	needle	NA	6.14	5.45	0.62	5548544	99%
biopython	small	ramKiller	needle	NA	2.39	2.22	0.59	383736	117%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346412	100%
alnSeq	small	ramKiller	needle	mid	1.67	1.64	0.03	346516	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.67	0.00	346424	99%
alnSeq	small	ramKiller	water	byte	1.79	1.76	0.03	346488	100%
alnSeq	small	ramKiller	water	mid	1.49	1.45	0.03	346492	100%
alnSeq	small	ramKiller	water	fast	0.94	0.88	0.05	346436	100%
bio-align	small	ramKiller	needle	NA	1.50	1.28	0.21	2766720	99%
emboss	small	ramKiller	needle	NA	4.28	3.82	0.45	5541896	100%
emboss	small	ramKiller	water	NA	5.35	5.13	0.22	2779376	99%
alnSeq	small	ramKiller	needle	two-bit	2.58	2.54	0.03	87296	99%
alnSeq	small	ramKiller	water	two-bit	2.81	2.75	0.06	87424	99%
alnSeq	small	ramKiller	mem-water	byte	3.64	3.64	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.15	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.90	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.61	2.61	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.11	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.56	1.56	0.00	5828	99%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	100%
python	small	ramKiller	blank	NA	0.04	0.01	0.01	14336	62%
sequence_align	small	ramKiller	hirschberg	NA	4.83	4.80	0.00	25132	99%
sequence_align	small	ramKiller	needle	NA	6.02	5.36	0.63	5551316	99%
biopython	small	ramKiller	needle	NA	2.62	2.32	0.57	383796	110%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346460	100%
alnSeq	small	ramKiller	needle	mid	1.68	1.65	0.02	346444	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.57	0.11	346460	99%
alnSeq	small	ramKiller	water	byte	1.80	1.77	0.02	346468	99%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.02	346404	99%
alnSeq	small	ramKiller	water	fast	0.94	0.90	0.04	346516	100%
bio-align	small	ramKiller	needle	NA	1.51	1.29	0.21	2766592	99%
emboss	small	ramKiller	needle	NA	4.31	3.84	0.46	5541832	99%
emboss	small	ramKiller	water	NA	5.31	5.10	0.20	2779336	99%
alnSeq	small	ramKiller	needle	two-bit	2.60	2.54	0.05	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.80	2.74	0.05	87424	100%
