Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
alnSeq	mid	ramKiller	hirschberg	two-bit	32.84	32.80	0.02	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.40	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.01	6.01	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.67	9.67	0.00	6124	100%
ssw_test	mid	ramKiller	water	NA	0.76	0.74	0.01	37788	99%
alnSeq	mid	ramKiller	needle	two-bit	19.44	19.09	0.32	532352	99%
alnSeq	mid	ramKiller	water	two-bit	18.10	17.77	0.32	532608	100%
alnSeq	mid	ramKiller	scan	two-bit	33.54	33.25	0.29	540720	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.44	19.43	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.55	32.54	0.00	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.40	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.02	6.01	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.71	9.71	0.00	6084	100%
ssw_test	mid	ramKiller	water	NA	0.76	0.75	0.00	38812	100%
alnSeq	large	small	needle	two-bit	0.44	0.42	0.01	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.39	0.01	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.75	0.00	14592	100%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	100%
alnSeq	large	small	hirschberg	mid	0.42	0.42	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49224	99%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49196	100%
alnSeq	large	small	scan	byte	0.51	0.50	0.01	50848	100%
alnSeq	large	small	needle	mid	0.19	0.18	0.00	49244	99%
alnSeq	large	small	water	mid	0.22	0.21	0.00	49240	99%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50848	100%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49236	100%
alnSeq	large	small	water	fast	0.13	0.12	0.01	49176	99%
alnSeq	large	small	scan	fast	0.49	0.48	0.01	50912	100%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389952	99%
emboss	large	small	needle	NA	1.76	1.69	0.07	790568	99%
emboss	large	small	water	NA	0.82	0.78	0.04	404572	99%
alnSeq	large	small	needle	two-bit	0.44	0.42	0.01	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.40	0.00	12928	100%
alnSeq	large	small	scan	two-bit	0.75	0.74	0.01	14592	99%
alnSeq	large	small	hirschberg	byte	0.52	0.52	0.00	1280	99%
alnSeq	large	small	hirschberg	two-bit	0.76	0.76	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.43	0.42	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6108	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49268	100%
alnSeq	large	small	water	byte	0.24	0.24	0.00	49232	100%
alnSeq	large	small	scan	byte	0.53	0.51	0.02	50832	99%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49192	100%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49196	99%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50828	100%
alnSeq	large	small	needle	fast	0.13	0.12	0.01	49300	99%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49252	98%
alnSeq	large	small	scan	fast	0.49	0.48	0.00	50844	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389952	99%
emboss	large	small	needle	NA	1.78	1.71	0.07	790324	100%
emboss	large	small	water	NA	0.84	0.80	0.04	404672	99%
alnSeq	large	small	needle	two-bit	0.44	0.44	0.00	12928	100%
alnSeq	large	small	water	two-bit	0.41	0.40	0.01	12928	99%
alnSeq	large	small	scan	two-bit	0.76	0.75	0.01	14592	99%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	100%
alnSeq	large	small	hirschberg	mid	0.42	0.42	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.19	0.00	49264	99%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49268	99%
alnSeq	large	small	scan	byte	0.52	0.51	0.00	50800	99%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49192	99%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49196	100%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50860	99%
alnSeq	large	small	needle	fast	0.13	0.13	0.00	49192	100%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49168	99%
alnSeq	large	small	scan	fast	0.49	0.49	0.00	50880	100%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389952	99%
emboss	large	small	needle	NA	1.73	1.67	0.06	790472	99%
emboss	large	small	water	NA	0.82	0.77	0.05	404616	100%
alnSeq	large	small	needle	two-bit	0.44	0.43	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.40	0.01	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.74	0.01	14592	99%
alnSeq	large	small	hirschberg	byte	0.45	0.45	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.42	0.41	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.14	0.14	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	96%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49300	99%
alnSeq	large	small	water	byte	0.23	0.22	0.00	49188	100%
alnSeq	large	small	scan	byte	0.52	0.51	0.00	50828	99%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49212	100%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49272	99%
alnSeq	large	small	scan	mid	0.59	0.57	0.01	50884	99%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49308	100%
alnSeq	large	small	water	fast	0.15	0.13	0.01	49256	98%
alnSeq	large	small	scan	fast	0.49	0.48	0.01	50812	100%
bio-align	large	small	needle	NA	0.21	0.18	0.02	389824	99%
emboss	large	small	needle	NA	1.76	1.69	0.06	790568	99%
emboss	large	small	water	NA	0.84	0.80	0.03	404628	99%
alnSeq	large	small	needle	two-bit	0.44	0.43	0.00	12928	100%
alnSeq	large	small	water	two-bit	0.42	0.41	0.00	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.74	0.01	14464	99%
alnSeq	large	small	hirschberg	byte	0.44	0.43	0.00	1280	99%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.42	0.41	0.00	1280	99%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1152	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49252	99%
alnSeq	large	small	water	byte	0.23	0.22	0.00	49228	100%
alnSeq	large	small	scan	byte	0.52	0.52	0.00	50900	100%
alnSeq	large	small	needle	mid	0.18	0.18	0.00	49296	100%
alnSeq	large	small	water	mid	0.22	0.21	0.01	49216	99%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50808	100%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49204	100%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49284	99%
alnSeq	large	small	scan	fast	0.49	0.48	0.00	50884	99%
bio-align	large	small	needle	NA	0.20	0.18	0.02	389952	100%
emboss	large	small	needle	NA	1.75	1.67	0.07	790460	99%
emboss	large	small	water	NA	0.84	0.80	0.03	404696	99%
alnSeq	large	small	needle	two-bit	0.44	0.42	0.01	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.40	0.00	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.75	0.00	14592	99%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	99%
alnSeq	large	small	hirschberg	two-bit	0.74	0.73	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.42	0.41	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	100%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	96%
alnSeq	large	small	needle	byte	0.20	0.19	0.01	49280	100%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49280	100%
alnSeq	large	small	scan	byte	0.51	0.51	0.00	50860	100%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49224	100%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49228	99%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50896	100%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49228	100%
alnSeq	large	small	water	fast	0.13	0.12	0.01	49268	99%
alnSeq	large	small	scan	fast	0.49	0.48	0.00	50816	100%
bio-align	large	small	needle	NA	0.21	0.18	0.02	389952	99%
emboss	large	small	needle	NA	1.71	1.64	0.07	790568	99%
emboss	large	small	water	NA	0.83	0.78	0.05	404540	100%
alnSeq	large	small	needle	two-bit	0.44	0.43	0.00	12800	100%
alnSeq	large	small	water	two-bit	0.41	0.41	0.00	12928	100%
alnSeq	large	small	scan	two-bit	0.77	0.77	0.00	14592	99%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.42	0.42	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6028	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49208	100%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49240	100%
alnSeq	large	small	scan	byte	0.51	0.51	0.00	50828	99%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49276	99%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49248	99%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50908	100%
alnSeq	large	small	needle	fast	0.13	0.13	0.00	49308	100%
alnSeq	large	small	water	fast	0.13	0.13	0.00	49220	100%
alnSeq	large	small	scan	fast	0.49	0.48	0.00	50876	100%
bio-align	large	small	needle	NA	0.20	0.18	0.02	389952	100%
emboss	large	small	needle	NA	1.57	1.48	0.08	790568	99%
emboss	large	small	water	NA	0.82	0.78	0.03	404560	99%
alnSeq	large	small	needle	two-bit	0.44	0.43	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.40	0.00	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.75	0.00	14592	99%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	99%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	100%
alnSeq	large	small	hirschberg	mid	0.42	0.42	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	98%
bio-align	large	small	hirschberg	NA	0.23	0.23	0.00	6112	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49216	99%
alnSeq	large	small	water	byte	0.23	0.22	0.00	49168	99%
alnSeq	large	small	scan	byte	0.54	0.52	0.01	50860	99%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49284	100%
alnSeq	large	small	water	mid	0.22	0.22	0.00	49264	100%
alnSeq	large	small	scan	mid	0.58	0.58	0.00	50804	100%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49276	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49248	99%
alnSeq	large	small	scan	fast	0.49	0.48	0.01	50824	99%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389952	99%
emboss	large	small	needle	NA	1.77	1.70	0.07	790348	99%
emboss	large	small	water	NA	0.85	0.81	0.04	404444	100%
alnSeq	large	small	needle	two-bit	0.44	0.44	0.00	12928	99%
alnSeq	large	small	water	two-bit	0.41	0.40	0.01	12928	99%
alnSeq	large	small	scan	two-bit	0.75	0.73	0.02	14592	99%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.74	0.00	1152	100%
alnSeq	large	small	hirschberg	mid	0.41	0.41	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.14	0.14	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.21	0.00	6016	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5248	100%
alnSeq	large	small	needle	byte	0.20	0.19	0.00	49300	100%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49200	100%
alnSeq	large	small	scan	byte	0.51	0.51	0.00	50820	100%
alnSeq	large	small	needle	mid	0.19	0.19	0.00	49244	100%
alnSeq	large	small	water	mid	0.22	0.21	0.01	49264	99%
alnSeq	large	small	scan	mid	0.59	0.58	0.00	50892	99%
alnSeq	large	small	needle	fast	0.13	0.13	0.00	49192	100%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49280	99%
alnSeq	large	small	scan	fast	0.49	0.48	0.01	50888	100%
bio-align	large	small	needle	NA	0.21	0.17	0.03	389952	99%
emboss	large	small	needle	NA	1.78	1.73	0.04	790568	99%
emboss	large	small	water	NA	0.83	0.79	0.04	404584	99%
alnSeq	large	small	needle	two-bit	0.44	0.42	0.01	12928	100%
alnSeq	large	small	water	two-bit	0.41	0.41	0.00	12928	100%
alnSeq	large	small	scan	two-bit	0.75	0.75	0.00	14592	100%
alnSeq	large	small	hirschberg	byte	0.44	0.44	0.00	1280	100%
alnSeq	large	small	hirschberg	two-bit	0.74	0.73	0.00	1152	99%
alnSeq	large	small	hirschberg	mid	0.42	0.41	0.00	1280	100%
alnSeq	large	small	hirschberg	fast	0.13	0.13	0.00	1280	100%
bio-align	large	small	hirschberg	NA	0.22	0.22	0.00	6016	99%
ssw_test	large	small	water	NA	0.02	0.02	0.00	5104	96%
alnSeq	large	small	needle	byte	0.20	0.20	0.00	49192	100%
alnSeq	large	small	water	byte	0.23	0.23	0.00	49168	100%
alnSeq	large	small	scan	byte	0.51	0.51	0.00	50824	99%
alnSeq	large	small	needle	mid	0.19	0.18	0.00	49292	98%
alnSeq	large	small	water	mid	0.22	0.21	0.00	49244	99%
alnSeq	large	small	scan	mid	0.58	0.57	0.00	50764	99%
alnSeq	large	small	needle	fast	0.13	0.12	0.00	49284	99%
alnSeq	large	small	water	fast	0.13	0.12	0.00	49200	99%
alnSeq	large	small	scan	fast	0.51	0.48	0.02	50900	99%
bio-align	large	small	needle	NA	0.21	0.18	0.02	389948	99%
emboss	large	small	needle	NA	1.77	1.69	0.07	790548	99%
emboss	large	small	water	NA	0.84	0.80	0.04	404576	99%
alnSeq	large	mid	needle	two-bit	2.78	2.75	0.03	77184	100%
alnSeq	large	mid	water	two-bit	2.60	2.56	0.03	77184	99%
alnSeq	large	mid	scan	two-bit	4.84	4.80	0.04	79104	99%
alnSeq	large	mid	hirschberg	byte	2.84	2.84	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.67	4.67	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.68	2.68	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.88	0.86	0.01	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5120	99%
ssw_test	large	mid	water	NA	0.31	0.30	0.01	47908	99%
alnSeq	large	mid	needle	byte	1.29	1.28	0.00	306032	99%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	305992	100%
alnSeq	large	mid	scan	byte	3.28	3.23	0.03	307940	99%
alnSeq	large	mid	needle	mid	1.19	1.18	0.00	306064	99%
alnSeq	large	mid	water	mid	1.42	1.39	0.02	306000	100%
alnSeq	large	mid	scan	mid	3.71	3.70	0.01	307996	99%
alnSeq	large	mid	needle	fast	0.82	0.79	0.02	305976	99%
alnSeq	large	mid	water	fast	0.83	0.80	0.02	306064	100%
alnSeq	large	mid	scan	fast	3.10	3.07	0.02	307992	99%
bio-align	large	mid	needle	NA	1.44	1.25	0.19	2444148	99%
emboss	large	mid	needle	NA	11.68	11.28	0.39	4898668	99%
emboss	large	mid	water	NA	5.16	4.94	0.21	2458648	99%
alnSeq	large	mid	needle	two-bit	2.78	2.73	0.04	77184	99%
alnSeq	large	mid	water	two-bit	2.59	2.55	0.04	77184	99%
alnSeq	large	mid	scan	two-bit	4.79	4.74	0.04	79104	100%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.68	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	100%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5120	100%
ssw_test	large	mid	water	NA	0.31	0.30	0.00	47908	100%
alnSeq	large	mid	needle	byte	1.29	1.26	0.02	306012	100%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	306004	100%
alnSeq	large	mid	scan	byte	3.27	3.26	0.01	308044	99%
alnSeq	large	mid	needle	mid	1.21	1.13	0.07	306072	99%
alnSeq	large	mid	water	mid	1.41	1.39	0.02	306028	100%
alnSeq	large	mid	scan	mid	3.71	3.69	0.02	307976	99%
alnSeq	large	mid	needle	fast	0.82	0.79	0.02	305972	99%
alnSeq	large	mid	water	fast	0.83	0.81	0.01	306056	100%
alnSeq	large	mid	scan	fast	3.10	3.08	0.02	307968	99%
bio-align	large	mid	needle	NA	1.44	1.26	0.18	2444152	99%
emboss	large	mid	needle	NA	11.54	11.16	0.37	4898760	99%
emboss	large	mid	water	NA	5.15	4.96	0.18	2458652	99%
alnSeq	large	mid	needle	two-bit	2.78	2.75	0.03	77184	99%
alnSeq	large	mid	water	two-bit	2.59	2.56	0.02	77184	100%
alnSeq	large	mid	scan	two-bit	4.79	4.74	0.05	79104	99%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.68	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	100%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5120	100%
ssw_test	large	mid	water	NA	0.31	0.31	0.00	47908	100%
alnSeq	large	mid	needle	byte	1.29	1.29	0.00	306000	100%
alnSeq	large	mid	water	byte	1.48	1.46	0.01	305988	100%
alnSeq	large	mid	scan	byte	3.31	3.29	0.02	307988	100%
alnSeq	large	mid	needle	mid	1.19	1.15	0.03	306088	99%
alnSeq	large	mid	water	mid	1.41	1.40	0.01	306020	100%
alnSeq	large	mid	scan	mid	3.71	3.68	0.02	307976	100%
alnSeq	large	mid	needle	fast	0.82	0.80	0.02	306044	100%
alnSeq	large	mid	water	fast	0.83	0.81	0.01	306020	100%
alnSeq	large	mid	scan	fast	3.12	3.08	0.03	307948	99%
bio-align	large	mid	needle	NA	1.44	1.27	0.17	2444152	100%
emboss	large	mid	needle	NA	11.49	11.05	0.42	4898588	99%
emboss	large	mid	water	NA	5.17	4.96	0.21	2458840	99%
alnSeq	large	mid	needle	two-bit	2.83	2.81	0.02	77184	99%
alnSeq	large	mid	water	two-bit	2.60	2.58	0.01	77184	99%
alnSeq	large	mid	scan	two-bit	4.79	4.77	0.02	79104	99%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	100%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.68	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.63	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.87	0.87	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5248	99%
ssw_test	large	mid	water	NA	0.31	0.30	0.01	47908	99%
alnSeq	large	mid	needle	byte	1.29	1.28	0.01	305976	100%
alnSeq	large	mid	water	byte	1.48	1.47	0.01	306064	99%
alnSeq	large	mid	scan	byte	3.27	3.25	0.02	307940	99%
alnSeq	large	mid	needle	mid	1.19	1.16	0.02	306092	99%
alnSeq	large	mid	water	mid	1.42	1.40	0.01	305976	100%
alnSeq	large	mid	scan	mid	3.71	3.69	0.02	307968	99%
alnSeq	large	mid	needle	fast	0.82	0.80	0.02	306004	100%
alnSeq	large	mid	water	fast	0.83	0.81	0.02	306072	99%
alnSeq	large	mid	scan	fast	3.10	3.08	0.01	308008	99%
bio-align	large	mid	needle	NA	1.44	1.26	0.18	2444148	100%
emboss	large	mid	needle	NA	11.42	11.06	0.35	4898668	99%
emboss	large	mid	water	NA	5.17	4.98	0.18	2458744	99%
alnSeq	large	mid	needle	two-bit	2.78	2.74	0.03	77184	99%
alnSeq	large	mid	water	two-bit	2.59	2.56	0.03	77184	99%
alnSeq	large	mid	scan	two-bit	4.79	4.73	0.05	79104	99%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	100%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.67	0.00	1152	99%
alnSeq	large	mid	hirschberg	mid	2.68	2.65	0.02	1280	99%
alnSeq	large	mid	hirschberg	fast	0.89	0.87	0.01	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5248	100%
ssw_test	large	mid	water	NA	0.31	0.31	0.00	47908	100%
alnSeq	large	mid	needle	byte	1.29	1.26	0.03	306008	99%
alnSeq	large	mid	water	byte	1.49	1.48	0.00	306040	100%
alnSeq	large	mid	scan	byte	3.27	3.25	0.01	308028	100%
alnSeq	large	mid	needle	mid	1.19	1.17	0.01	306032	99%
alnSeq	large	mid	water	mid	1.42	1.39	0.02	306056	99%
alnSeq	large	mid	scan	mid	3.71	3.68	0.02	307936	99%
alnSeq	large	mid	needle	fast	0.82	0.80	0.01	306040	99%
alnSeq	large	mid	water	fast	0.83	0.80	0.02	305948	99%
alnSeq	large	mid	scan	fast	3.09	3.07	0.02	307936	100%
bio-align	large	mid	needle	NA	1.47	1.26	0.19	2444152	99%
emboss	large	mid	needle	NA	11.43	11.03	0.39	4898624	99%
emboss	large	mid	water	NA	5.24	5.04	0.19	2458756	99%
alnSeq	large	mid	needle	two-bit	2.78	2.75	0.02	77056	99%
alnSeq	large	mid	water	two-bit	2.59	2.56	0.03	77184	100%
alnSeq	large	mid	scan	two-bit	4.79	4.75	0.04	79104	100%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.67	4.67	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.66	2.66	0.00	1152	99%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.40	1.39	0.00	4992	100%
ssw_test	large	mid	water	NA	0.31	0.31	0.00	46888	100%
alnSeq	large	mid	needle	byte	1.29	1.28	0.00	306088	99%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	306060	100%
alnSeq	large	mid	scan	byte	3.27	3.25	0.01	308032	99%
alnSeq	large	mid	needle	mid	1.18	1.15	0.03	306024	100%
alnSeq	large	mid	water	mid	1.42	1.39	0.03	305948	100%
alnSeq	large	mid	scan	mid	3.71	3.69	0.02	308004	99%
alnSeq	large	mid	needle	fast	0.82	0.80	0.02	305964	100%
alnSeq	large	mid	water	fast	0.83	0.82	0.00	306052	99%
alnSeq	large	mid	scan	fast	3.14	3.09	0.04	307948	99%
bio-align	large	mid	needle	NA	1.45	1.26	0.18	2444152	99%
emboss	large	mid	needle	NA	11.49	11.10	0.38	4898512	99%
emboss	large	mid	water	NA	5.08	4.89	0.19	2458680	99%
alnSeq	large	mid	needle	two-bit	2.79	2.75	0.03	77184	99%
alnSeq	large	mid	water	two-bit	2.60	2.54	0.05	77184	99%
alnSeq	large	mid	scan	two-bit	4.79	4.75	0.04	79104	99%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.68	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	99%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	4992	99%
ssw_test	large	mid	water	NA	0.30	0.29	0.00	46884	99%
alnSeq	large	mid	needle	byte	1.29	1.26	0.02	306000	99%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	306060	99%
alnSeq	large	mid	scan	byte	3.27	3.24	0.02	308040	99%
alnSeq	large	mid	needle	mid	1.19	1.15	0.03	306052	100%
alnSeq	large	mid	water	mid	1.42	1.39	0.02	306056	100%
alnSeq	large	mid	scan	mid	3.71	3.68	0.02	308036	100%
alnSeq	large	mid	needle	fast	0.84	0.80	0.03	306068	99%
alnSeq	large	mid	water	fast	0.85	0.83	0.01	306032	100%
alnSeq	large	mid	scan	fast	3.12	3.07	0.03	308036	99%
bio-align	large	mid	needle	NA	1.44	1.26	0.18	2444148	99%
emboss	large	mid	needle	NA	11.39	10.99	0.40	4898592	99%
emboss	large	mid	water	NA	5.25	5.04	0.21	2458744	99%
alnSeq	large	mid	needle	two-bit	2.83	2.80	0.02	77184	99%
alnSeq	large	mid	water	two-bit	2.59	2.56	0.03	77056	99%
alnSeq	large	mid	scan	two-bit	4.79	4.76	0.03	79104	99%
alnSeq	large	mid	hirschberg	byte	2.80	2.79	0.01	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.68	4.68	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	100%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.41	1.39	0.01	5120	99%
ssw_test	large	mid	water	NA	0.31	0.31	0.00	46884	100%
alnSeq	large	mid	needle	byte	1.29	1.27	0.02	305972	100%
alnSeq	large	mid	water	byte	1.48	1.45	0.03	306044	99%
alnSeq	large	mid	scan	byte	3.27	3.26	0.00	308004	100%
alnSeq	large	mid	needle	mid	1.19	1.18	0.00	306084	100%
alnSeq	large	mid	water	mid	1.42	1.38	0.03	306040	99%
alnSeq	large	mid	scan	mid	3.77	3.69	0.06	307972	99%
alnSeq	large	mid	needle	fast	0.82	0.81	0.01	306000	99%
alnSeq	large	mid	water	fast	0.83	0.81	0.01	306060	99%
alnSeq	large	mid	scan	fast	3.09	3.07	0.01	308052	99%
bio-align	large	mid	needle	NA	1.45	1.26	0.18	2444148	99%
emboss	large	mid	needle	NA	11.48	11.10	0.37	4898616	99%
emboss	large	mid	water	NA	5.31	5.09	0.20	2458836	99%
alnSeq	large	mid	needle	two-bit	2.78	2.73	0.04	77184	100%
alnSeq	large	mid	water	two-bit	2.59	2.55	0.04	77184	100%
alnSeq	large	mid	scan	two-bit	4.79	4.75	0.04	78976	100%
